ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-S;Image-URL-M;Image-URL-L;Price;Stars/5;#ratings;Reviews;Description
0316591122;Fear Itself: A Fearless Jones Novel;Walter Mosley;2003;Little, Brown;http://images.amazon.com/images/P/0316591122.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0316591122.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316591122.01.LZZZZZZZ.jpg;₹2,630.00;4.5;321;"[""Too often, the second novel in a series is weaker than the first. All of the author's ideas too often go into that first novel, be it in a series or not. That is not the case here, not at all. If anything, the second of the Fearless Jones series is better written than the first. It is equally gripping, the characters equally vivid and well presented, and the plot is clever, neat and entertaining. Watching American modern history unfurl from Mosley's unique perspective adds to the pleasure, rather than the opposite. A great read."", 'I am a big fan of Mr Mosley and this book did not disappoint. I just love reading his novels', ""Thanks to Wikipedia, I first found Walter Mosley's writing and was able to sequence his output. It has been invaluable help, and I have enjoyed all of his series in the right order. The best kind of casual reading material throughout. These plot-driven novels should be turned into good entertaining movies - 1990's Devil in a Blue Dress is a forgotten classic noir.""]";Knowing a missing despised man to be innocent of the murder charge levied against him, used bookstore owner Paris Minton hires former sheriff Jefferson T. Hill to investigate, but when the sheriff goes missing as well, Minton enlists Fearless Jones for the case. 150,000 first printing.  Read more
0786913886;The Silent Blade (Forgotten Realms:  Paths of Darkness, Book 1);R. A. Salvatore;1999;Wizards of the Coast;http://images.amazon.com/images/P/0786913886.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0786913886.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0786913886.01.LZZZZZZZ.jpg;₹558.00;4.7;1,012;"['I will not ruin the reading of this tail with spoilers, the tail is compelling and closes some doors whilst opening others! So the journey continues and I’m glad.', ""The continued adventures of Dritzz & friends is awsome as a collector I'm more than happy to add to my collection, The seller has done me proud & I will use him again, R.A Salvatore is one of the finest modern day writers and pulls you into the adventure as if you are there watching the story unfold, a well deserved 5 stars and a good start to the full collection."", ""Another hit by Mr Salvatore. Well done sir, well done.  If you are as addicted to Drizzit as much as me. Read on, you won't be disappointed.""]";A new chapter in the Legend of Drizzt saga begins: Can the Crystal Shard be destroyed at last? Determined to destroy the evil Crystal Shard, Drizzt seeks out the help of a scholar-priest named Cadderly. But instead, his worst fears are realized when the artifact falls into the hands of the dark elf mercenary Jarlaxle and his unlikely ally Artemis Entreri. Drizzt’s friends also experience their own hardships: Wulfgar, now freed from Errtu’s clutches, struggles with anger and bloodlust. Only in the far reaches of Luskan can he find solace from the torments that haunt him. Meanwhile, Regis’ ruby pendant—once
0880389052;Homeland (Forgotten Realms: The Dark Elf Trilogy, Book 1);R.A. Salvatore;1990;Wizards of the Coast;http://images.amazon.com/images/P/0880389052.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0880389052.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0880389052.01.LZZZZZZZ.jpg;₹3,938.00;4.7;23;"['kam wie beschrieben und alles OK. bin sonst zufrieden.1 Punkt abzug wegen unpünklichkeit. wenn auch nur 3 Tage.', 'Been a fan of the drizzt series for a long time. I started rereading everything this year and had no idea they made these. So now I am picking these up to add to the collection :)', ""This start the first of the 7 book series, I just need the rest of them and I'll have them all.""]";Travel back to strange and exotic Menzoberranzan, the vast city of the drow and homeland to Icewind Dale hero Drizzt Do'Urden. The young prince of a royal house, Drizzt grows to maturity in the vile world of his dark kin. Possessing honor beyond the scope of his unprincipled society, young Drizzt faces an inevitable dilemma. Can he live in a world that rejects integrity?  Read more
0440214858;Hot Money (Molly Dewitt Romantic Mystery);Sherryl Woods;1993;Dell Publishing Company;http://images.amazon.com/images/P/0440214858.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440214858.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440214858.01.LZZZZZZZ.jpg;₹4,302.56;4.1;30;"['I purchased this book as I love this author and I really like the Molly Dewitt mysteries that are part of many of her books.', 'Book 3 of this series. Molly is at it again, she stumbles into another dead body and she gets involved into the investigation. Similar struggles with her ex-husband Hal  and her compulsion to try to solve the murder mystery. This time Michael her almost boyfriend does not shut her out, and together they figure out ""who done it"". Again this book left the relationship between Molly and Michael with a lot not said- I hope the author is just trying to build momentum.', 'I love this series...Molly DeWitt is a delightful character  and her ""supporting cast"" is equally charming.I just discovered Sheryl WoodsI and will tell you that I have become a real fan and I cannot wait to read the next books in this series.  I think I would compare these books with the Angie Amalfi series by Joanne Pence and the Hannah Swensen Mysteries by Joanne Fluke.Keep up the good work Sheryl Woods.']";"Molly DeWitt and detective Michael O'Hara investigate the murder of Tessa, the chairwoman of the ""Save the Environment"" black-tie affair  Read more"
0330328743;Butcher Boy;Patrick Mccabe;0;Pan Books Ltd;http://images.amazon.com/images/P/0330328743.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0330328743.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0330328743.01.LZZZZZZZ.jpg;₹999.00;4.4;1,335;"['As an avid detective/thriller reader I enjoyed this pre-internet and mobile phone novel immensely', ""Thomas Perry at his best.  The Butcher's Boy series are an excellent combination of fast, hard action and quiet reflection and realism.  These books will suit fans of Robert Ludlum, Stephen Leather and Randolph Fiennes (Feather Men and The Sett) and David Morrell."", 'Perry is a very good writer in the genre. However subsequent reading of book following on from this reveals that he has had some good ideas, and he is meticulous, but he does return to use some of them again and again. Well worth reading though']";The Edgar Award–winning novel by the “master of nail-biting suspense”(Los Angeles Times) Thomas Perry exploded onto the literary scene with The Butcher’s Boy. Back in print by popular demand, this spectacular debut, from a writer of “infernal ingenuity” (The New York Times Book Review), includes a new Introduction by bestselling author Michael Connelly. Murder has always been easy for the Butcher’s Boy—it’s what he was raised to do. But when he kills the senior senator from Colorado and arrives in Las Vegas to pick up his fee, he learns that he has become a liability to his shadowy employers. His
0446605956;The Spirit Caller (Molly Bearpaw Mysteries);Jean Hager;1998;Warner Books;http://images.amazon.com/images/P/0446605956.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446605956.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446605956.01.LZZZZZZZ.jpg;₹1,500.00;4.1;3;['The item arrived  much later than the seller promised.  I was beginning to wonder if I was going to receive it.  But it finally did come.  The item was as advertised.', 'I have liked every Molly Bearpaw mystery that I have read. It is a very good series and I would like for Jean Hager to continue writing them. I think mystery lovers will enjoy reading this series and especially this particular book.', 'The Cherokee detective has to work around the local police chief who resents her. Molly Bearpaw has friends in the community who are willing to help her.'];In this novel Molly Bearpaw investigates the murder of a woman who tried to communicate with the soul of a dead Cherokee. But before she can declare the case closed, she must face some difficult truths about her own family.  Read more
1569711240;Bettie Page: Queen of Hearts;Jim Silke;1995;Dark Horse Comics;http://images.amazon.com/images/P/1569711240.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1569711240.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1569711240.01.LZZZZZZZ.jpg;₹18,989.00;4.7;16;"['I never got the book it was out of print.', 'Ein tollex Buch über Bettie Page - spritzig, witzig, klasse Fotos. Eine sehr gute Gelegenheit, seine Englischkenntnisse aufzufrischen. Danke dafür.', ""I'd say at the price you can find this used for, it's a must for Bettie Page fans.  Lots of pictures, drawings and an informative text.""]";What a dish! What a doll! What a delinquent! Bettie Page sent the world for a cold shower when her first photo appeared in Flirt magazine in 1951. Bettie ignited a flame that burned through the art community, affecting forever the way women were portrayed by artists and photographers. In this 96-page coffee-table book, historian and artist Jim Silke explores Bettie's influence on popular culture, from dime-store novels to paperbacks, and from painting to advertising. Featured in this volume are fifty new images of Bettie, including never-before-published photographs by Bunny Yeager, as well as artists representations of Bettie. Glamour fans,
0812540034;Illumination;Terry McGarry;2002;Tor Books;http://images.amazon.com/images/P/0812540034.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0812540034.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0812540034.01.LZZZZZZZ.jpg;₹587.00;4.2;49;['This collection of stories is a great place to start before jumping into some of his more challenging work. Every story is written exceptionally well.', 'Text seems to be fine on my Kindle fire.Have removed it from my other kindle', 'If you’re a fan of Alan Moore then you’ll enjoy this - but it does help to be knowledgeable about the American comic book industry from inception to present day! I found it hard to put down!'];The first collection of short fiction from legendary comic book writer Alan Moore Illuminations is a momentous, wildly original collection of short stories from ‘the king of comics’ (Guardian), each featuring some kind of illumination or realisation. From the four horsemen of the apocalypse to the Boltzmann brains fashioning the universe at the Big Bang, Alan Moore's beguiling and exquisitely crafted tales reveal the full power of imagination and magic  Read more
0451458842;The Glasswrights' Journeyman;Mindy L. Klasky;2002;Roc;http://images.amazon.com/images/P/0451458842.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451458842.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451458842.01.LZZZZZZZ.jpg;₹1,638.00;3.5;2;[];The beloved fantasy classic from USA Today bestselling author Mindy Klasky, now in a 20th Anniversary Edition, including an all-new Author's Note!Fight for the future, no matter the cost...Eighteen-year-old Rani Trader is trapped. Her city has been ravaged by fire and plague. Her king has rejected her help as he negotiates for power and funds from the shadowy Fellowship of Jair. And now that same king is forcing Rani to broker his marriage to the wealthy princess of Liantine.Strange powers control that distant land. The prosperous spiderguild-and its seductive apprentice Mareka-hold a monopoly on the valuable silk trade. An upstart
0375503838;The Very Persistent Gappers of Frip;George Saunders;2000;Villard Books;http://images.amazon.com/images/P/0375503838.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375503838.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375503838.01.LZZZZZZZ.jpg;₹147.31;4.6;135;"['Ok', ""I think my curiosity about this was piqued by seeing the front cover. And once I'd begun reading, I couldn't stop until the last page. It's a wonderful little fable crackling with gentle satire and it's also strange, definitely strange. The strangeness of the story is brought out and enhanced by Lane Smith's deeply odd illustrations.  This is a book I think anyone with average reading skills could enjoy. I liked it so much I gave a copy to my brother who enjoyed HIS copy with his young son, who also found the whole thing most enjoyable.  Brighten your day with a Frip !"", 'This book is admired by some but my children didnt enjoy its weird whimsical style, and the book itself is badly produced - it has thick shiny paper but it feels poorly bound, and the text was smudged.']";A gapper is a bit of a 'burr' but it is a dangerous thing. When it attaches itself to the goats the goats become very unhappy and even stop giving milk. There is nothing gappers like more than goats and nothing goats hate more than gappers. When gappers get your goats it means trouble. In one small town gappers are a real pest and it takes the ingenious approach of Capable to find a soution - if a solution exists at all.  Read more
0373709625;Fully Engaged (Harlequin Super Romance, No. 962);Eve Gaddy;2001;Harlequin;http://images.amazon.com/images/P/0373709625.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373709625.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373709625.01.LZZZZZZZ.jpg;₹199.00;4.5;78;['Excellent book go for it', 'Lovely book for the people who want to change and live a stress free life', 'This book exceeded my expectations. I don’t know how many times I would have read Practicing Mind. I’m sure I will read this book many times.Thanks Tom'];Using the Practicing Mind in Daily LifeBetter Results and Less Stress through Proven TechniquesTo be fully engaged requires clear goals and the focus and skill set to accomplish them with calm awareness. In his first book, the Practicing Mind, Tom Sterner provided clear guidelines for developing focus and discipline to achieve any life goal. As he travelled and spoke about it, he kept track of the questions that readers and participants at his seminars asked. Addressing and exploring these questions, Sterner provides specific techniques such as thought awareness training and setting goals with accurate data. He shows how these methods
0373600739;Falling Angel (Rita Award);Anne Stuart;1995;Silhouette;http://images.amazon.com/images/P/0373600739.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373600739.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373600739.01.LZZZZZZZ.jpg;₹3,421.92;4.5;31;"['Not my favorite genre, angels and xmas spirit. But it has been enjoiable enough. I have read other books of Anne Stuart that i liked better.', '(3.5 stars) This book was originally published in 1993 and it does show its age a bit in certain aspects of the lives of the characters, but it\'s really a timeless tale of redemption and forgiveness.  And, in spite of its not very unique plot, that of a hardhearted, well-off, ruthless businessman who dies of a heart attack in his thirties and is forced back to earth to make amends to those he has wronged in order to deserve a place in heaven, the writing by Stuart makes it very readable and enjoyable.Stuart is known for her romances with bad boys as the heroes.  Many of them are almost anti-heroes. So she knows how to get us convinced of the almost irredeemable qualities of a guy.  But we meet this one when he is back on earth in a different body, with a different name, somewhat disoriented, and traveling along in an unfamiliar place in an unfamiliar truck.  He knows who he was, but this new body he inhabits is a bit of a mystery and why he is where he is another one.Well, all will be revealed as the story moves along.  And it moves along nicely. Well paced, well written, with interesting, well-developed characters, this tale will have you cheering on this ""angel"", wanting him to be able to perform his Christmas miracles and make amends for his former life.There\'s a romance here too, of course.  After all, this is Anne Stuart.  There\'s a woman he had wronged in his past life he must now make amends to, along with two more people, according to the dictates of the angel who had sent him back to earth.  There\'s actually a whole town he needs to make amends to, as you will find out as the story progresses.This was a lovely, heartwarming tale.  You\'ll be left a little bit happier and fuller of holiday spirit for having read it.', 'Wow!  I\'m a little shell-shocked after reading this book.  For me, this is a new ""Christmas Classic"" that I will revisit every year along with ""A Christmas Carol"" ""It\'s a Wonderful Life"" and ""The Grinch""!For me, Christmas should be a time of giving, spending time with family, making amends, and using the season as a time of self-reflection.  Reflecting on who you are to others and who you want to be in the future.  This is why I love the story of Scrooge.  He gets a second chance to experience what is important in life and to make changes accordingly.Falling Angel by Anne Stuart looks into this same scenario.  A selfish, greedy man dies suddenly of a heart attack and is given a second chance to go back and help 3 people that have been negatively impacted from past mistakes that he made.For it\'s length, this is one of the most intense and ""deep"" books that I\'ve ever read.  Stuart sets you, the reader, right smack dab in the middle of a quaint Minnesota town, introduces you to it\'s citizens, and makes you fall in love with all of them.  Carrie, of course, is the focal point.  She is so GOOD, yet also carries such burdens with her.  The romance between her and Gabriel is really just ""destined"".  The ending will satisfy even the hardest of hearts and will without question put even the most cynical into the Christmas Spirit.Enjoy!']";Devastating the tiny backwater town of Angel Falls in his determination to increase his personal wealth, Emerson Wyatt MacVey begins to see the error of his ways when he hopelessly falls in love with one of his own victims. Reprint.  Read more
0375503269;Anonymous Rex: A Detective Story;Eric Garcia;1999;Villard Books;http://images.amazon.com/images/P/0375503269.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375503269.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375503269.01.LZZZZZZZ.jpg;₹1,559.00;3.8;39;"[""You've read the précis for the book - so, you know what to expect. A Detective Mystery Thriller, with the added zing of the detective being a dinosaur-in-disguise-as-a-human. Seems they didn't die out!This was fun and had a good Private Investigator vibe running throughout. Lots of witty dialogue. Plus, of course, all of the underlying twists due to the dino element. Not a hundred percent sure if I shall read more of the author's 'Rex' books, but we'll see.  Weird. Wild. Wonderful (at times)."", ""I am a big fan of Raymond Chandler and Dashiel Hammett and anything vintage, noir or consisting of private investigators and the like.  So here is a story that is right up my alley so to speak, but with a truly confounding twist...dinosaurs!  That's all I will say for now - please read, you won't be disappointed"", ""This is my go to book to show people how weird my taste in fiction is. Want some hot dino on human NSFW action? Want some murder mystery? Want some private detective film noir vibes? Just read it already. It's too strange not to love. Also, you'll be looking at strangers trying to imagine what kind of dinosaur they are under their human costume...""]";A People Beach Book of the Week“Very funny.” –Dave Barry“Startling and clever…hilarious and chilling.” –T.C. Boyle“All the elements of a cult classic.” –Entertainment Weekly “Great.” –Orlando Sentinel “Fast, funny, and smoothly written.” –Seattle Times“A detective thriller featuring a velociraptor PI and a secret society of dinosaurs disguised as humans?…Awesomely funny….Vincent Rubio has a washed-up Los Angeles detective agency, lousy credit, and a dead partner—on top of an addiction to basil and a hard time keeping his tail tucked away in his latex human suit. A routine arson investigation promises to get him back on his (clawed) feet, until the case
0689710895;The Grey King;Susan Cooper;1986;Aladdin Library;http://images.amazon.com/images/P/0689710895.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0689710895.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0689710895.01.LZZZZZZZ.jpg;₹330.00;4.7;331;"['Great book! Great series!!', ""I must confess that when reading these as a child I didn't get past this book in the series, and only managed half of this. As an adult re-reading it, I think that may have been because I got scared. This book is similar in style to the Dark is Rising, however it has a darker tone and the level of peril increases this, making it absolutely brilliant! The imagery of the welsh landscapes makes we want to visit. I would thoroughly recommend this for ages 12-15, especially with the lovely new matching cover designs!(Photos taken after reading and include full set purchased separately)"", 'This is a good novel, well written that keeps you wanting more.  The story is easy to follow and on the whole, the book is easy to read.  It says it is suitable for 12 years + which I would say is about right (although I am a bit older...by about 30 years!).  There is a bit of ""darkness"" involved and given that it takes place in our own British surroundings, some younger children might find it a bit disturbing.  I bought this book in my search for a story I read at the age of about 10-12, that I wanted to share with my son; I am not sure this is the one, but I have enjoyed reading it nonetheless.  I hope you find this useful.']";Following a serious illness, Will is sent to stay with his uncle in the wild, bleak mountains of Tywyd. He is troubled by vague memories until he meets the mysterious Bran - and suddenly Will knows the task that lies ahead. With Bran's help, Will set outs to find the golden harp and awaken the six sleepers who must join the final battle between the Dark and the Light. But Will is about to encounter his most terrifying opponent yet: the Grey King.  Read more
0553294849;Ruffly Speaking: A Dog Lover's Mystery (Dog Lover's Mysteries);Susan Conant;1996;Crimeline;http://images.amazon.com/images/P/0553294849.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553294849.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553294849.01.LZZZZZZZ.jpg;₹559.00;4.4;25;"['Diese Krimis spielen immer in der Welt der amerikanischen Hundeausstellung und lesen sich für Kenner der Szene total spannend, sehr empfehlenswert, auch wenn einiges dieser Welt hier eher fremd erscheint.', ""Susan Conant's mysteries use the talents of dogs to find their solutions. It's up to clueless humans to recognize what their canine partners have been trying to tell them all along.Ruffly Speaking is no exception. When Bedlington fancier Morris Lamb dies in his house, a toxicology report confirms he ate toxic greens with his fresh-picked salad. This is very unlike a meticulous man who is part-owner of a local coffeehouse and whose perfectly-prepared dogs regularly win conformance titles. It takes Holly Winter some time and behavioral observations to understand what really happened, including the involvement of a hearing-impaired neighbor.This is another canine whodunit that will keep you turning pages to find out - well - whodunit."", ""It's a nice light read. As usual for this author, the dogs are skillfully and lovingly woven into the story. Its a fun, relaxing, quick read. If you like the rest of the series, you will enjoy this one! This is a series that I would recommend reading in order if possible, you will understand this book as a stand-alone, but you will miss some of the back story on the characters and animals if you haven't read earlier installments.""]";Holly Winter’s a Dog’s Life columnist on the wrong side of thirty, a canine-loving detective sniffing out crime on the streets of Cambridge. Holly is a dog’s best friend—and a murderer’s worst enemy . . . They might be less famous than guide dogs for the blind, but hearing dogs are no less invaluable to their owners. Holly Winter discovers this well-kept secret when she interviews Stephanie Benson, a hearing-impaired priest, and her canine companion, Ruffly. A hardworking, reliable mixed-breed, Ruffly lends an ear with ringing telephones, doorbells, smoke alarms, and the other everyday sounds on which Stephanie’s livelihood—and life—depend.Ruffly and the
0880117168;Strength Training Past 50 (Ageless Athlete Series);Wayne L., Ph.D. Westcott;1997;Human Kinetics Publishers;http://images.amazon.com/images/P/0880117168.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0880117168.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0880117168.01.LZZZZZZZ.jpg;₹1,255.00;4.1;77;"[""This practical guide to strength training, is ideal for those who wish to improve their fitness, but who may be put off by traditional bodybuilding techniques, which almost always seem to assume that everyone wants to look like a hunk with bulging muscles. Starting off with some simple excersises for assessing current strength and moving on to equipment selection. The novice is left in no doubt as to which equipment is which or what it's function is. the next section covers a range of excersises, whether using dumbells, barbells, excersise machines, excersise balls, benches or body weight. All the excersises are clearly explained through photographs and text with emphasis on performing excersises correctly, to avoid injury. Chapter 4 explains how to put together and implement a strength training programme. Chapter 5 covers base fitness programmes. Chapter 9, gives some useful advice on eating for strength gains. Chapters 6, 7 and 8 deal with more advanced and sport fitness programmes. I feel that the great appeal of this book, is for the novice who wants to improve their fitness, but knows little of the subject. Certainly the best book that I have seen on this subject, and is a wealth of clearly explained, practical information."", ""An 'oldie' like me needs simple, but progressive, routines with simple kit to do at home. This book places too much emphasis on elaborate gym machines. Whilst dumbell routines are covered, there is no mention of ankle weights or resistance bands[useful if you travel]. eg leg extensions, curls & presses are only shown on expensive machines, yet you can easily do them[my main need] with anklets or bands.I have found another Amazon product much more help;- 'Weights for 50+' by Dr. Karl Knopf. Don't be misled by the title--it covers routines with bodyweight, weights,anklets,bands, plus the humble kitchen chair. 5 Stars + from me!"", 'Not a bad book at all. Covers the subject clearly and certainly explains the merits of weight training for the older person. It targets newcomers rather that experienced trainers and in that respect is understandably cautious with safety in mind.']";"Increase your strength to improve your health, your appearance, and your performance - with ""Strength Training Past 50""! Strength training has numerous advantages for the active adult, including enhanced athletic performance and reduced risk of disease, including decreased symptoms of arthritis, diabetes, and osteoporosis. ""Strength Training Past 50"" has everything you need to start enjoying these benefits or to jump-start your current routine including 63 exercises for both free weights and machines, 14 workout plans for increasing size, endurance, and strength. Also included are sport-specific programs for running, cycling, swimming, skiing, tennis, and golf and eating plans for increased strength"
0590462237;The Littles to the Rescue (Littles);John Peterson;1993;Scholastic;http://images.amazon.com/images/P/0590462237.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0590462237.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0590462237.01.LZZZZZZZ.jpg;₹248.00;4.8;235;['Best book collection for our 8 year old', 'Super cute book!', 'My daughter loves it'];Fans of Rainbow Magic and Mermaid Tales will love this new series full of adventures under the sea!Be brave and keep the seas safe!Princess Lana loves attending the Royal Mermaid Rescue Crew School, but she has a hard time speaking up in class, even when she knows the answer. Maybe she's too timid to be a Rescue Mermaid? Then Lana meets another misfit -- a funny horned creature named Spike. Lana helps Spike learn that he's a narwhal, and when he asks for help finding his way back to the Arctic, she's happy to swim along. A trip will help
0307115208;When I Grow Up (Little Look-Look);Mercer Mayer;1991;Golden Books;http://images.amazon.com/images/P/0307115208.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0307115208.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0307115208.01.LZZZZZZZ.jpg;₹167.85;4.9;730;['Nice book. Seemed bit banged up for a new book. As other reviews state, the fit and finish bit poor. Odd as my Little Critter books from 35 years ago better', 'I purchased the books specifically for my grandchildren..I am sure that they will really enjoy them as they arebright and colorful and easy to read or to just look though the pagesat the pictures.. I will buy more for a collection..', 'The story is cute and overall the purchase was good but must admit the paper/print quality is a little subpar.'];Mercer Mayer’s Little Critter is thinking about all of the fun things he can do when he grows up in this classic, funny, and heartwarming book. Whether he’s spending his allowance on whatever he wants, making important phone calls, or staying up late, both parents and children alike will relate to this beloved story. A perfect way to celebrate growing up!  Read more
